INCIDENT INFO,START_DT,QUADRANT
 Southbound Deerfoot Trail at Glenmore Trail Exit SE ,8/29/2023 17:50,SE
 Southbound Deerfoot Trail at Glenmore Trail Exit SE ,8/29/2023 17:50,SE
 Eastbound Mcknight Blvd at Stoney Trail NE ,8/29/2023 17:24,NE
 16 Avenue ramp to Northbound Deerfoot Trail NE ,8/29/2023 16:47,NE
 16 Avenue ramp to Northbound Deerfoot Trail NE ,8/29/2023 16:47,NE
 Northbound Deerfoot Trail at Anderson Road SE ,8/29/2023 16:22,SE
 Southbound Crowchild Trail and 24 Avenue NW ,8/29/2023 15:00,NW
 29 Street and 37 Avenue NE ,8/29/2023 14:57,NE
 Westbound 17 Avenue and Stoney Trail SE ,8/29/2023 9:09,SE
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,8/29/2023 9:03,SE
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,8/29/2023 9:03,SE
 Cornerstone Boulevard and Country Hills Boulevard NE ,8/29/2023 9:00,NE
 Southbound Crowchild Trail and 32 Avenue NW ,8/29/2023 8:56,NW
 Shawbrooke Drive and 162 Avenue SW ,8/29/2023 8:54,SW
 7 Avenue and 4 Street SE ,8/29/2023 8:48,SE
 Northbound Deerfoot Trail and Memorial Drive NE ,8/29/2023 8:42,NE
 Eastbound Mcknight Boulevard and Centre Street N ,8/29/2023 8:16,NE
 71 Street and 34 Avenue NW ,8/29/2023 8:07,NW
 Southbound Deerfoot Trail and Beddington Trail NE ,8/29/2023 6:55,NE
 Southbound Deerfoot Trail at 17 Avenue SE ,8/28/2023 22:01,SE
 Northbound Metis Trail at 104 Avenue NE ,8/28/2023 21:29,NE
 10 Avenue and 1 Street SW ,8/28/2023 20:59,SW
 Southbound 36 Street and 5 Avenue NE ,8/28/2023 18:33,NE
 Southbound Macleod Trail and 99 Avenue SE ,8/28/2023 17:38,SE
 Northbound Centre Street and 20 Avenue NE ,8/28/2023 17:34,NE
 Eastbound 16 Avenue and 68 Street NE ,8/28/2023 17:18,NE
 Centre Street and 4 Avenue SW ,8/28/2023 17:14,SW
 Southbound Deerfoot Trail and Southland Drive SE ,8/28/2023 17:05,SE
 Eastbound 12 Avenue and 5 Street SW ,8/28/2023 17:02,NW
 Eastbound Glenmore Trail and Crowchild Trail SW ,8/28/2023 14:31,SW
 28 Street and Memorial Drive SE ,8/28/2023 13:07,SE
 Southbound 14 Street and 20 Avenue NW ,8/28/2023 10:52,NW
 16 Avenue and Deerfoot Trail NE ,8/28/2023 8:34,NE
 Eastbound 90 Avenue and 14 Street SW ,8/28/2023 8:32,SW
 Southbound Stoney Trail and 96 Avenue NE ,8/28/2023 7:38,NE
 Memorial Drive and Madigan Drive NE ,8/28/2023 4:48,NE
 Deerfoot Trail at Cranston Gate SE ,8/27/2023 23:36,SE
 Southbound Deerfoot Trail south of Cranston Gate SE ,8/27/2023 23:36,SE
 Southbound Deerfoot Trail south of Cranston Gate SE ,8/27/2023 23:36,SE
 Eastbound 12 Avenue at 8 Street SW ,8/27/2023 21:50,SW
 114 Avenue and 84 Street SE ,8/27/2023 20:55,SE
 Westbound Stoney Trail and Sarcee Trail NW ,8/27/2023 14:27,NW
 Southbound 36 Street and Memorial Drive E ,8/27/2023 13:47,SE
 Southbound Deerfoot Trail and Beddington Trail NE ,8/27/2023 13:42,NW
 Northbound Deerfoot Trail approaching Southland Drive SE ,8/27/2023 11:56,SE
 Northbound Deerfoot Trail approaching Southland Drive SE ,8/27/2023 11:56,SE
 Bonaventure Drive and 90 Avenue SE ,8/27/2023 4:19,SE
 68 Street and 26 Avenue NE ,8/27/2023 2:52,NE
 Deerfoot Trail and Stoney Trail NE ,8/27/2023 2:41,NE
 Deerfoot Trail and Stoney Trail NE ,8/27/2023 2:41,NE
 Northbound Macleod Trail at 45 Avenue SW ,8/27/2023 2:18,SW
 16 Avenue east of 14 Street SW ,8/27/2023 1:24,SW
 17 Avenue and 9 Street SW ,8/27/2023 1:22,SW
 68 Street and McKnight Boulevard NE ,8/26/2023 23:07,NE
 Eastbound 16 Avenue at 19 Street NE ,8/26/2023 22:33,NE
 Eastbound 16 Avenue at 19 Street NE ,8/26/2023 22:33,NE
 Country Hills Boulevard and Coventry Hills Boulevard NE ,8/26/2023 21:47,NE
 36 Street and 16 Avenue NE ,8/26/2023 21:23,NE
 36 Street and 16 Avenue NE ,8/26/2023 21:23,NE
 Anderson Road and Elbow Drive SW ,8/26/2023 20:20,SW
 Westbound 6 Avenue and 3 Street SE ,8/26/2023 19:30,SE
 Northbound 3 Street and 9 Avenue SE ,8/26/2023 18:40,SE
 Northbound Deerfoot Trail approaching Stoney Trail NE ,8/26/2023 17:35,NE
 7 Avenue and 6 Street SW ,8/26/2023 15:42,SW
 Country Hills Boulevard and Hamptons Boulevard NW ,8/26/2023 15:19,NW
 Eastbound Glenmore Trail and 14 Street SW ,8/26/2023 15:08,SW
 16 Street and Memorial Drive NW ,8/26/2023 14:46,NW
 Berkley Drive and Beddington Boulevard NW ,8/26/2023 13:35,NW
 Northbound Crowchild Trail at 23 Avenue NW ,8/26/2023 13:22,NW
 Country Hills Boulevard and Beddington Trail NW ,8/26/2023 12:10,NW
 Centre Street at Glenmore Trail SW ,8/26/2023 11:49,SW
 Southbound Stoney Trail and Trans Canada HI NW ,8/26/2023 11:35,NW
 128 Avenue at Metis Trail NE ,8/26/2023 11:33,NE
 Eastbound Anderson Road at 14 Street SW ,8/26/2023 11:28,SW
 9 Avenue and 14 Street SW ,8/26/2023 11:10,SW
 Southbound 14 Street at Bowness Road NW ,8/26/2023 9:19,NW
 144 Avenue and 85 Street NW ,8/26/2023 6:09,NW
 Westbound Crowchild Trail at Brisebois Drive NW ,8/26/2023 2:38,NW
 Eastbound Stoney Trail at Deerfoot Trail SE ,8/26/2023 1:13,SE
 Eastbound Memorial Drive east of Edmonton Trail NE ,8/26/2023 0:20,NE
 Eastbound Memorial Drive approaching Deerfoot Trail SE ,8/25/2023 23:39,SE
 Eastbound Memorial Drive approaching Deerfoot Trail SE ,8/25/2023 23:39,SE
 Eastbound 12 Avenue at 4 Street SW ,8/25/2023 23:14,SW
 Memorial Drive and Penbrooke Drive SE ,8/25/2023 22:41,SE
 Westbound 16 Avenue at 14 Street NW ,8/25/2023 21:54,NW
 Eastbound 5 Avenue and 8 Street SW ,8/25/2023 18:32,SW
 Eastbound 16 Avenue approaching 19 Street NE ,8/25/2023 17:43,NE
 11 Street and 9 Avenue SW ,8/25/2023 17:42,SW
 80 Avenue and 36 Street NE ,8/25/2023 17:41,NE
 4 Street and Beddington Boulevard NE ,8/25/2023 17:16,NE
 Macleod Trail South of 58 Avenue SW ,8/25/2023 17:13,SE
 Northbound Metis Trail and Airport Trail NE ,8/25/2023 16:56,NE
 Southbound Deerfoot Trail and Peigan Trail SE ,8/25/2023 16:38,SE
 Northbound Deerfoot Trail and 64 Avenue NE ,8/25/2023 16:13,NE
 Westbound Country Hills Boulevard and Metis Trail NE ,8/25/2023 15:31,NE
 Symons Valley Road and 144 Avenue NW ,8/25/2023 15:17,NW
 Eastbound Glenmore Trail at Deerfoot Trail SE ,8/25/2023 12:40,SE
 Southland Drive and 5 Street SE ,8/25/2023 10:55,SE
 36 Avenue at Edmonton Trail NE ,8/25/2023 8:13,NE
 17 Avenue and 84 Street SE ,8/25/2023 7:56,SE
 Eastbound Stoney Trail and Metis Trail NE ,8/25/2023 7:41,NE
 Eastbound Stoney Trail at Metis Trail NE ,8/25/2023 7:41,NE
 Westbound Richmond Road at 42 Street SW ,8/25/2023 4:27,SW
 17 Avenue and 65 Street SE ,8/25/2023 1:47,SE
 11 Avenue and 14 Street SW ,8/25/2023 0:05,SW
 Eastbound Glenmore Trail at 14 Street SW ,8/24/2023 22:53,SW
 Eastbound Glenmore Trail at 14 Street SW ,8/24/2023 22:53,SW
 Barlow Trail and 32 Avenue NE ,8/24/2023 20:56,NE
 Southbound Deerfoot Trail and Airport Trail NE ,8/24/2023 20:36,NE
 Northbound Deerfoot Trail north of 17 Avenue SE ,8/24/2023 18:21,SE
 Westbound 4 Avenue and Macleod Trail SE ,8/24/2023 17:05,SE
 Southbound 5 Street and 12 Avenue SW ,8/24/2023 16:35,SW
 Northbound Edmonton Trail approaching McKnight Boulevard NE ,8/24/2023 16:30,NE
 Seton Boulevard and Auburn Bay Li SE ,8/24/2023 16:09,SE
 37 Street and 17 Avenue SW ,8/24/2023 13:33,SW
 Northbound Deerfoot Trail at Memorial Drive SE ,8/24/2023 12:58,SE
 Westbound Memorial Drive at 44 Street NE ,8/24/2023 12:15,NE
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,8/24/2023 12:14,SE
 23 Avenue at 52 Street NE ,8/24/2023 12:03,NE
 Crowchild Trail at Glenmore Trail SW ,8/24/2023 12:00,SW
 9 Avenue at 9 Street SW ,8/24/2023 7:51,SW
 Harvest Hills Boulevard and Country Hills Boulevard NE ,8/23/2023 23:38,NE
 Eastbound Bow Trail and 45 Street SW ,8/23/2023 21:11,SW
 Valley Ridge Boulevard and Valley Ridge Drive NW ,8/23/2023 20:50,NW
 7 Avenue and 28 Street NE ,8/23/2023 19:10,NE
 Eastbound Country Hills Boulevard and Metis Trail NE ,8/23/2023 18:20,NE
 Westbound 16 Avenue and Deerfoot Trail NE ,8/23/2023 17:32,NE
 Candle Crescent and Elbow Drive SW ,8/23/2023 17:21,SW
 Southbound Stoney Trail south of Nose Hill Drive NW ,8/23/2023 16:31,NW
 73 Street and Bowness Road NW ,8/23/2023 14:22,NW
 Nose Hill Drive and Crowchild Trail NW ,8/23/2023 13:27,NW
 Northbound 52 Street at Madigan Drive NE ,8/23/2023 12:50,NE
 Northbound 52 Street at Madigan Drive NE ,8/23/2023 12:50,NE
 Westbound Glenmore Trail approaching 14 Street SW ,8/23/2023 12:13,SW
 Eastbound 162 Avenue after James McKevitt Road SW ,8/23/2023 11:22,SW
 Centre Street and 68 Avenue NE ,8/23/2023 10:51,NE
 Eastbound Glenmore Trail approaching 14 Street SW ,8/23/2023 10:47,SW
 9 Avenue at 6 Street SW ,8/23/2023 9:54,SW
 212 Avenue and Deerfoot Trail SE ,8/23/2023 8:13,SE
 Westbound 16 Avenue at 14 Street NW ,8/23/2023 7:34,NW
 Westbound 16 Avenue at 14 Street NW ,8/23/2023 7:34,NW
 Westbound Glenmore Trail and 14 Street SW ,8/22/2023 23:58,SW
 Aero Drive north of Aero Gate NE ,8/22/2023 17:57,NE
 Eastbound Anderson Road approaching Acadia Drive SE ,8/22/2023 17:28,SE
 Northbound 11 Street and 8 Avenue SW ,8/22/2023 17:05,SW
 36 Street and 14 Avenue SE ,8/22/2023 16:57,SE
 Southland Drive and Southport Road SW ,8/22/2023 16:45,SW
 210 Avenue and Legacy Village Link SE ,8/22/2023 16:15,SE
 38 Street and 16 Avenue SE ,8/22/2023 14:47,SE
 Flanders Avenue and Breskens Drive SW ,8/22/2023 14:24,SW
 Westbound 4 Avenue and 6 Street SW ,8/22/2023 14:15,SW
 Southbound Crowchild Trail and 5 Avenue NW ,8/22/2023 13:09,NW
 Richard Road and Barracks Street SW ,8/22/2023 12:27,SW
 Richard Road at Flanders Avenue SW ,8/22/2023 12:27,SW
 Southbound Deerfoot Trail and 16 Avenue NE ,8/22/2023 11:07,NE
 Southbound Deerfoot Trail and 16 Avenue NE ,8/22/2023 11:07,NE
 Portland Street and 26 Avenue SE ,8/22/2023 11:02,SE
 Crowchild Trail and Glenmore Trail SW ,8/22/2023 9:43,SW
 Southbound Deerfoot Trail and 32 Avenue NE ,8/22/2023 9:15,NE
 18 Avenue and Centre Street N ,8/22/2023 8:17,NE
 Northbound 52 Street and 106 Avenue SE ,8/22/2023 7:44,SE
 Eastbound Glenmore Trail and Barlow Trail SE ,8/22/2023 6:58,SE
 Deerfoot Trail and 32 Avenue NE ,8/22/2023 6:48,NE
 Southbound Deerfoot Trail and 64 Avenue NE ,8/22/2023 6:46,NE
 1 Street and 5 Avenue SW ,8/22/2023 0:10,NW
 14 Street and North Haven Drive NW ,8/21/2023 21:02,NW
 Northbound Nose Hill Drive and Crowfoot Wy NW ,8/21/2023 19:03,NW
 17 Avenue and 85 Street SW ,8/21/2023 18:31,SW
 Eastbound Country Hills Boulevard east of Stoney Trail NE ,8/21/2023 18:04,NE
 Eastbound Glenmore Trail approaching Stoney Trail SE ,8/21/2023 17:19,SE
 Eastbound Glenmore Trail approaching Stoney Trail SE ,8/21/2023 17:19,SE
 Northbound Deerfoot Trail approaching Anderson Road SE ,8/21/2023 17:10,SE
 Centre Street and 24 Avenue NW ,8/21/2023 16:30,NE
 John Laurie Boulevard west of Ranchlands Boulevard NW ,8/21/2023 13:56,NW
 33 Street and 5 Avenue NE ,8/21/2023 13:30,NE
 4 Avenue and 9 Street SW ,8/21/2023 12:01,SW
 Westbound Memorial Drive and Deerfoot Trail NE ,8/21/2023 11:57,NE
 Southbound 24 Street and 90 Avenue SW ,8/21/2023 11:15,SW
 Northbound Macleod Trail and 75 Avenue SW ,8/21/2023 8:58,SW
 Westbound Stoney Trail approaching Chaparral Boulevard SE ,8/21/2023 7:27,SE
 Eastbound 64 Avenue at 4 Street NE ,8/20/2023 18:37,NE
 Canyon Meadows Drive and Lake Fraser Drive SE ,8/20/2023 16:27,SE
 Country Hills Boulevard and Panorama Hills Wy NW ,8/20/2023 13:10,NW
 68 Street and California Boulevard NE ,8/20/2023 12:01,NE
 Eastbound 42 Avenue and 1 Street SE ,8/20/2023 11:49,SE
 Eastbound Peigan Trail and 52 Street SE ,8/20/2023 10:09,NE
 Westbound Glenmore Trail approaching Blackfoot Trail SE ,8/20/2023 9:01,SE
 Centre Street and 3 Avenue SW ,8/20/2023 3:06,SW
 6 Avenue approaching 7 Street SW ,8/20/2023 1:49,SW
 6 Avenue approaching 7 Street SW ,8/20/2023 1:49,SW
 7 Avenue and Moraine Road NE ,8/19/2023 20:02,NE
 Eastbound 64 Avenue and 4 Street NE ,8/19/2023 19:38,NE
 18 Street and 26 Avenue SW ,8/19/2023 19:21,SW
 Heritage Meadows Wy and Heritage Drive SE ,8/19/2023 18:47,SE
 Marlborough Wy and Marlborough Drive NE ,8/19/2023 18:31,NE
 Eastbound Zoo Road on ramp to Eastbound Memorial Drive  ,8/19/2023 18:01,NW
 Southbound 36 Street approaching 12 avenue NE ,8/19/2023 15:37,NE
 3 Avenue approaching 33 Street NW ,8/19/2023 14:14,NW
 Southbound Metis Trail after 104 Avenue NE ,8/19/2023 13:55,NE
 8 Avenue and Madigan Drive NE ,8/19/2023 12:21,NE
 Westbound Memorial Drive and 14 Street NW ,8/19/2023 11:27,NW
 Sage Hill Gate and 37 Street NW ,8/19/2023 9:08,NW
 Eastbound Southland Drive and 2 Street SE ,8/19/2023 7:44,SE
 Northbound Stoney Trail approaching 114 Avenue SE ,8/19/2023 6:49,SE
 Stoney Trail and 69 Street SW ,8/19/2023 4:56,SW
 88 Avenue and 60 Street NE ,8/18/2023 22:10,NE
 16 Avenue and 46 Street NW ,8/18/2023 21:41,NW
 Eastbound Stoney Trail and Country Hills Boulevard NW ,8/18/2023 21:30,NW
 Northbound Stoney Trail and 114 Avenue SE ,8/18/2023 18:54,SE
 9 Avenue and 8 Street SE ,8/18/2023 18:21,SE
 Northbound Falconridge Boulevard and Taracove Estate Drive NE ,8/18/2023 14:31,NE
 Deerfoot Trail and Airport Trail NE ,8/18/2023 13:36,NE
 Northbound 37 Street and 45 Avenue SW ,8/18/2023 13:32,SW
 Mahogany Boulevard and Mahogany Avenue SE ,8/18/2023 12:25,SE
 Peigan Trail and 26 Street SE ,8/18/2023 12:11,SE
 Heritage Drive and 79 Avenue SE ,8/18/2023 11:52,SE
 Northbound Stoney Trail north of Glenmore Trail SE ,8/18/2023 10:47,NW
 Saddletowne Circle and Martindale Drive NE ,8/18/2023 10:45,NE
 Westbound Country Hills Boulevard and Metis Trail NE ,8/18/2023 8:07,NE
 Barlow Trail and 57 Avenue SE ,8/18/2023 7:59,NW
 128 Avenue and Cornerstone Boulevard NE ,8/18/2023 6:56,NE
 16 Avenue and Deerfoot Trail NE ,8/18/2023 5:35,NE
 Eastbound 16 Avenue and Deerfoot Trail NE ,8/18/2023 5:35,NE
 Southbound Deerfoot Trail approaching 64 Avenue NE ,8/18/2023 0:20,NE
 5 Avenue and 8 Street SW ,8/17/2023 23:13,SW
 54 Street and 17 Avenue SE ,8/17/2023 20:51,SE
 Westbound Mcknight Boulevard approaching Centre Street N ,8/17/2023 19:36,NE
 Westbound 17 Avenue and 16 Street SE ,8/17/2023 19:12,SE
 Northbound Deerfoot Trail and Memorial Drive NE ,8/17/2023 17:37,NE
 Northbound Deerfoot Trail and 32 Avenue NE ,8/17/2023 17:36,NE
 Eastbound Memorial Drive and Deerfoot Trail SE ,8/17/2023 17:30,SE
 Northbound Deerfoot Trail and 16 Avenue NE ,8/17/2023 16:59,NE
 Northbound Deerfoot Trail and 16 Avenue NE ,8/17/2023 16:59,NE
 Westbound Bow Trail and 45 Street SW ,8/17/2023 16:58,SW
 Northbound 14 Street and John Laurie Boulevard NW ,8/17/2023 16:27,NW
 72 Avenue and 40 Street SE ,8/17/2023 15:46,SE
 Northbound Stoney Trail after McKnight Boulevard NE ,8/17/2023 15:30,NE
 Northbound 52 Street and 106 Avenue SE ,8/17/2023 15:20,SE
 Westbound 17 Avenue and 61 Street SE ,8/17/2023 14:53,SE
 Eastbound Mcknight Boulevard approaching Deerfoot Trail NE ,8/17/2023 14:34,NE
 Eastbound Glenmore Trail after Crowchild Trail SW ,8/17/2023 14:30,SW
 Marlborough Drive and Marlborough Wy NE ,8/17/2023 14:25,NE
 Southbound Deerfoot Trail and Anderson Road SE ,8/17/2023 13:44,SE
 11 Avenue and 8 Street SW ,8/17/2023 13:15,SW
 12 Avenue and 12 Street SW ,8/17/2023 13:08,SW
 Westbound Stoney Trail west of Chaparral Boulevard SE ,8/17/2023 9:10,SE
 Venture Avenue and Endeavor Drive SE ,8/17/2023 6:57,SE
 9 Avenue and 1 Street SW ,8/16/2023 21:27,SW
 Eastbound 17 Avenue and 33 Street SE ,8/16/2023 20:52,SE
 New Brighton Avenue and Mcivor Boulevard SE ,8/16/2023 19:53,SE
 17 Avenue and 17 Street SW ,8/16/2023 19:29,SW
 24 Avenue and 19 Street NW ,8/16/2023 17:55,NW
 Eastbound Stoney Trail after Chaparral Boulevard SE ,8/16/2023 17:43,SE
 Eastbound Glenmore Trail and 52 Street SE ,8/16/2023 17:36,SE
 Northbound 14 Street and 11 Avenue SW ,8/16/2023 17:22,SW
 Northbound 37 Street and 45 Avenue SW ,8/16/2023 17:18,SW
 Southbound Macleod Trail and 67 Avenue SW ,8/16/2023 17:08,SW
 Westbound Glenmore Trail and Blackfoot Trail SE ,8/16/2023 16:54,SE
 Westbound Glenmore Trail approaching Crowchild Trail SW ,8/16/2023 16:03,SW
 17 Avenue and 14 Street SW ,8/16/2023 15:45,SW
 Southbound Deerfoot Trail approaching 17 Avenue SE ,8/16/2023 15:35,SE
 Southbound Deerfoot Trail and Memorial Drive SE ,8/16/2023 15:22,SE
 Eastbound Glenmore Trail and Deerfoot Trail SE ,8/16/2023 14:48,SE
 Beddington Trail and Centre Street N ,8/16/2023 9:32,NE
 Southbound Crowchild Trail north of 24 Avenue NW ,8/16/2023 7:50,NW
 Northbound Sheriff King Street at Stoney Trail SW ,8/16/2023 1:02,SW
 Deerfoot Trail and Memorial Drive NE ,8/16/2023 0:52,NE
 Westbound 17 Avenue at Deerfoot Trail SE ,8/15/2023 22:34,SE
 Westbound 17 Avenue at Deerfoot Trail SE ,8/15/2023 22:34,SE
 Westbound 17 Avenue at Deerfoot Trail SE ,8/15/2023 22:34,SE
 32 Avenue and 68 Street NE ,8/15/2023 20:30,NE
 11 Street and 9 Avenue SW ,8/15/2023 19:10,NW
 29 Street and Parkdale Boulevard NW ,8/15/2023 18:39,NW
 9 Street and Mcpherson Road NE ,8/15/2023 17:36,NE
 5 Street and Glenmore Trail SW ,8/15/2023 17:33,SW
 Southbound Deerfoot Trail and 34 Avenue SE ,8/15/2023 17:30,SE
 Northbound 69 Street and Sirocco Drive SW ,8/15/2023 17:29,SW
 Westbound 17 Avenue and 5 Street SW ,8/15/2023 16:21,SW
 Northbound Deerfoot Trail and 212 Avenue SE ,8/15/2023 16:07,SE
 Northbound Deerfoot Trail and 212 Avenue SE ,8/15/2023 16:07,SE
 Westbound 16 Avenue and 6 Street NE ,8/15/2023 16:02,NE
 Eastbound 17 Avenue and 14a Street SW ,8/15/2023 15:56,SW
 Airport Trail and Deerfoot Trail NE ,8/15/2023 15:45,NE
 Crescent Boulevard and Elbow Drive SW ,8/15/2023 14:37,SW
 Northbound Edmonton Trail and 18 Avenue NE ,8/15/2023 14:33,NE
 12 Street and 32 Avenue NE ,8/15/2023 13:19,NE
 Northbound Crowchild Trail and Flanders Avenue SW ,8/15/2023 10:43,SW
 Southbound 14 Street and Westmount Road NW ,8/15/2023 8:23,NW
 Northbound 52 Street and 76 Avenue SE ,8/15/2023 7:30,SE
 Westbound 64 Avenue and Castleridge Boulevard NE ,8/15/2023 5:39,NW
 Northbound Centre Street at Samis Road NE ,8/15/2023 0:12,NE
 Northbound Macleod Trail north of Glenmore Trail SW ,8/14/2023 23:48,SW
 Westbound John Laurie Boulevard and Shaganappi Trail NW ,8/14/2023 20:46,NW
 Southbound Deerfoot Trail and Glenmore Trail SE ,8/14/2023 17:45,SE
 Eastbound 16 Avenue and 19 Street NE ,8/14/2023 17:12,NE
 16 Avenue and Deerfoot Trail NE ,8/14/2023 17:10,NE
 Westbound Memorial Drive and 19 Street NW ,8/14/2023 17:08,NW
 Southbound Deerfoot Trail and Anderson Road SE ,8/14/2023 16:53,SE
 Northbound Crowchild Trail and 24 Avenue NW ,8/14/2023 15:36,NW
 7 Avenue and 1 Street SE ,8/14/2023 15:10,SE
 Westbound 64 Avenue and 4 Street NE ,8/14/2023 15:01,NE
 Westbound 16 Avenue and 14 Street NW ,8/14/2023 14:41,NW
 Northbound 18 Street and 76 Avenue SE ,8/14/2023 13:37,SE
 Northbound 36 Street and 8 Avenue NE ,8/14/2023 13:35,NE
 Richmond Road and 50 Street SW ,8/14/2023 12:20,SW
 Southbound Deerfoot Trail approaching Anderson Road SE ,8/14/2023 11:43,SE
 Eastbound Memorial Drive east of Edmonton Trail NE ,8/14/2023 11:39,NE
 16 Avenue east of Sarcee Trail NW ,8/14/2023 10:41,NW
 Memorial Drive and Madigan Drive NE ,8/14/2023 9:40,NE
 Southbound Barlow Trail and 32 Avenue NE ,8/14/2023 9:29,NE
 Northbound Centre Street and 2 Avenue SE ,8/14/2023 9:03,SE
 Northbound Deerfoot Trail north of Calf Robe Bridge SE ,8/14/2023 8:21,SE
 Deerfoot Trail Southbound from Glenmore Trail to Southland Drive SE ,8/13/2023 22:26,SE
 Deerfoot Trail from 16 Av to 32 Avenue NE ,8/13/2023 22:14,NE
 Deerfoot Trail Northbound from 16 Av to 32 Avenue NE ,8/13/2023 22:14,NE
 Seton Way and Seton Crescent SE ,8/13/2023 18:51,SE
 Northbound 52 Street at Maryvale Drive NE ,8/12/2023 21:16,NE
 Seton Wy and Seton Cr SE ,8/12/2023 17:04,SE
 Westbound Memorial Drive at 9 Street NE ,8/12/2023 15:18,NE
 Westbound Glenmore Trail at Deerfoot Trail SE ,8/12/2023 15:00,SE
 Westbound Glenmore Trail at Deerfoot Trail SE ,8/12/2023 15:00,SE
 88 Avenue and 60 Street NE  ,8/12/2023 14:57,NE
 Eastbound Anderson Road approaching Elbow Drive SW ,8/12/2023 14:24,SW
 6 Street and 71 Avenue SE ,8/12/2023 14:09,SE
 John Laurie Boulevard and Hawkwood Boulevard NW ,8/12/2023 13:09,NW
 Eastbound 16 Avenue and Deerfoot Trail NE ,8/12/2023 11:08,NE
 Southbound Stoney Trail approaching 16 Avenue NW ,8/12/2023 11:07,NW
 Eastbound Stoney Trail and Deerfoot Trail SE ,8/12/2023 5:49,SE
 Southbound Sun Valley Boulevard and Sun Harbour Road SE ,8/12/2023 4:02,SE
 Eastbound Crowchild Trail and Northland Drive NW ,8/11/2023 22:24,NW
 Westbound Crowchild Trail and Northland Drive NW ,8/11/2023 22:24,NW
 Northbound Harvest Hills Boulevard and Stoney Trail NE ,8/11/2023 22:07,NE
 Shaganappi Trail and Crowchild Trail NW ,8/11/2023 18:56,NW
 Southbound Crowchild Trail and 5 Avenue NW ,8/11/2023 17:49,NW
 14 Street and Heritage Drive SW ,8/11/2023 17:48,SW
 Westbound 17 Avenue approaching 19 Street SE ,8/11/2023 17:09,SE
 Westbound Bow Trail and 45 Street SW ,8/11/2023 17:03,SW
 Northbound 14 Street and Glenmore Trail SW ,8/11/2023 17:00,SW
 Northbound 60 Street after 88 Avenue NE ,8/11/2023 15:46,NE
 Northbound Deerfoot Trail after 16 Avenue NE ,8/11/2023 15:44,NE
 Northbound Barlow Trail and 37 Avenue NE ,8/11/2023 15:32,NE
 Peigan Trail and Barlow Trail SE ,8/11/2023 15:11,SE
 Eastbound Glenmore Trail approaching 14 Street SW ,8/11/2023 14:58,SW
 Westbound 17 Avenue and 84 Street SE ,8/11/2023 13:48,SE
 24 Avenue and 15 Street NW ,8/11/2023 10:50,NW
 36 Street and 30 Avenue SE ,8/11/2023 10:29,SE
 Eastbound Glenmore Trail and Crowchild Trail SW ,8/11/2023 10:19,SW
 36 Street and 19 Avenue SE ,8/11/2023 9:20,SE
 18 Street and Quarry Park Boulevard SE ,8/11/2023 9:17,SE
 17 Avenue and 26 Street SE ,8/11/2023 9:12,SE
 19 Street and 27 Avenue NE ,8/11/2023 7:47,NE
 Northbound Deerfoot Trail after Glenmore Trail SE ,8/11/2023 7:36,NW
 10 Street and 2 Avenue NW ,8/11/2023 6:00,NW
 Memorial Drive and 28 Street SE ,8/10/2023 23:51,SE
 Southland Drive and Macleod Trail S ,8/10/2023 23:02,SW
 Southbound Deerfoot Trail approaching Southland Drive SE ,8/10/2023 17:39,SE
 Eastbound Glenmore Trail and 68 Street SE ,8/10/2023 17:30,SE
 Southbound Metis Trail approaching Airport Trail NE ,8/10/2023 17:10,NE
 Eastbound Memorial Drive and 36 Street SE ,8/10/2023 17:00,SE
 Northbound Stoney Trail and 16 Avenue NE ,8/10/2023 16:46,NE
 Memorial Drive and Deerfoot Trail SE ,8/10/2023 15:45,SE
